title	text
https://dayof.hackmit.org/_0	Ceremonies Workshops Tech Talks Check-in & Breakfast Kresge Tent 8:00 - 10:00 AM Opening Ceremony Johnson Ice Rink 10:00 - 11:00 AM Hacking Starts: 11:00 AM Team Formation 11:15 AM - 12:00 PM Kresge Tent 12:30 - 2:00 PM Intersystems Workshop Johnson Media Room 11:30 AM - 12:15 PM Learn about IntegratedML, InterSystems' in-database automl toolkit that requires only light knowledge of SQL to build and use machine learning models. We will give an overview of how to build ML models with IntegratedML, and help you get set up to participate in the hackathon and compete in our Challenge. Participating teams will receive a cloud-hosted account of our lightning fast SQL engine, so you can load your data and start building ML models and data pipelines instantly.
https://dayof.hackmit.org/_1	Tech Requirements: Laptop Sonr Workshop Johnson Media Room 12:15 - 12:45 PM Build your first crypto-enabled application in minutes with Sonr's Flutter SDK! Get an opportunity to meet Sonr engineers and go through a guided exercise before the hackathon. Tech Requirements: Laptop Jump Tech Talk Johnson Media Room 1:15 - 2:00 PM This talk will talk about the trading landscape on decentralized exchanges, with particular emphasis on the Ethereum L1 blockchain. Topics will include basics on blockchain, DeFi, automated market makers and MEV.
https://dayof.hackmit.org/_2	Lynn Davis (@cookingwithlynja) Fireside Chat
https://dayof.hackmit.org/_3	Johnson Media Room 2:00 - 3:00 PM Binance + BNB Workshop Johnson Media Room 3:00 - 4:00 PM Our goal is to protect users of BNB, create safeguards for BNB token owners and users and Elevate BNB user confidence through the security initiative. We must unite all ecosystem partners to create a community-based system to protect our users. What we aim to achieve:
https://dayof.hackmit.org/_4	Through this workshop, we will present how AvengerDAO, as a community tool, can help to protect users from possible exploits, scams, and malicious actors on BNB chain.
https://dayof.hackmit.org/_5	Tech Requirements: some coding skills, computer, Github account, Python and Javascript setup on your computer, Postman
https://dayof.hackmit.org/_6	Amy Wibowo Fireside Chat Johnson Media Room 4:00 - 5:00 PM Y Combinator Workshop Johnson Media Room 5:00 - 6:00 PM What makes a good startup idea? At Y Combinator, we read tens of thousands of ideas every year, and we see many companies succeed and fail. As a result, we think we have a sense of what kinds of ideas tend to work, and which don't. We'll discuss ways of thinking about startup ideas, and then we'll evaluate some together, discussing the pros and cons of some potential startups! Outdoor Games Kresge Lawn 5:00 - 6:00 PM Kresge Tent 6:00 - 7:00 PM Peer Expo + Tim the Beaver Johnson Ice Rink 6:00 - 7:00 PM TGC Workshop Johnson Media Room 7:30 PM - 8:15 PM Sky: Children of the Light is largely a game about exploration. We put a lot of effort into creating unforgettable moments for our players. Creatures are an essential part of setting the stage for these moments. Some of the events in our game require a staggering number of creates to be drawn, but how do you do that when you're targeting mobile devices as a key platform? In this workshop, we'll look into two of the key techniques that enable this problem to be solved. First, we'll look into optimizing performance using instanced meshes. Next, we will bring our objects to life by implementing the Boids framework. Tech Requirements: Javascript, a little React
https://dayof.hackmit.org/_7	Jump Tech Talk Johnson Media Room 8:30 - 9:15 PM Jump Crypto is dedicated to building and supporting a decentralized future. Join us for Tosci's as we discuss our convictions in crypto, use cases for decentralization, projects that Jump works on, and how you can get involved in the ecosystem.
https://dayof.hackmit.org/_8	IBM Workshop Johnson Media Room 9:15 - 10:15 PM Generative Adversarial Networks and Transformer pipelines are ushering in the very beginning of Artificial General Intelligence, where machines 'experience' and not just learn. Perhaps a better way to think of AI is that of prediction machines that augment human intelligence not supplant it. To gain insights from what it is that you don't know, that you don't know. Watson Studio and AutoAI are designed to take the coding off your hands and enable modern data scientists to build and deploy AI models. Let's explore the nuances of machines that understand, reason, learn and interact -- the very definition of cognitive systems.
https://dayof.hackmit.org/_9	Tech Requirements: (1) First become a member of Academic Initiative. (2) Next, obtain your IBM Feature Code. This is where you get the Feature Code to apply to your IBM Cloud account per below (3) Finally, access IBM Cloud account with the Feature Code (promocode).
https://dayof.hackmit.org/_10	Y Combinator Pitch Challenge Johnson Ice Rink 7:00 - 10:00 PM Y Combinator is a startup accelerator, investing in hundreds of early stage startups every year. Our selection process for startups involves a written application + a live interview. For our challenge, we’ll run a mini-version of that selection process, giving you a taste of what it’s really like to try and raise venture capital for your team + idea! See full details on how to participate in the challenge here. The top 3-5 'companies' will win all of the below: 1) Office hours / mentorship session with a YC Partner 2) A real interview for Y Combinator (no expiration, come interview whenever you want) 3) Dinner on Sunday, with YC team Intersystems Tech Talk Johnson Media Room 6:00 - 6:30 PM Attend this session for tips and tricks related to InterSystems' IntegratedML and for other ML-related queries. Speaker: Akshat Vora, Systems Developer, InterSystems
https://dayof.hackmit.org/_11	Petting Zoo (sponsored by BNB)
https://dayof.hackmit.org/_12	Kresge Lawn 6:30 - 7:30 PM Late Night Snack Johnson Lobby 10:00 - 11:00 PM TGC Tech Talk Johnson Media Room 10:00 - 10:30 PM When I graduated college in 2015, the term Big Data was just beginning to catch on. Companies were beginning to realize that the mountains of data that they'd previously been discarding were in fact their most valuable resource. I ended up on my Data Engineering journey mainly by luck, as I wasn't introduced to any of the concepts in school, but it's a great field and I hope to convince a few of you to consider it. I'd like to introduce you to the idea of Data Engineering as a career and the many possibilities and unique opportunities that come along with it. Maybe you're like me and have never had any interest in web dev. Maybe you find analytics and data science fascinating but you're not sure how they relate to the Computer Science fundamentals you're already learning. Maybe you'd prefer a lower-stress job where you're rarely on call and can always fix your script in the morning. Whatever the case, let's hang out and explore if this in-demand tech role might be right for you.
https://dayof.hackmit.org/_13	Quantstamp Workshop Johnson Media Room 10:30 - 11:00 PM Trivia Night 12:00 - 12:45 AM Tallest Tower Building Challenge
https://dayof.hackmit.org/_14	Johnson Media Room 12:45 - 1:00 AM Kresge Tent 10:00 AM - 12 PM Hacking Ends: 11:00 AM Binance + BNB Tech Talk Johnson Media Room 11:30 AM - 12 PM In the next 3-5 years, one billion users will enter the Web3 ecosystem via public Blockchains. Our goal for BNB Chain is to accelerate the adoption of digital assets and blockchain technology by onboarding the next billion web3 users. Our infrastructure is built to help new projects reach these 1 billion new users reliably and securely. To overcome network scalability problems of BNB Chain in 2021, the BNB community has proposed using BNB Sidechain in their Outlook 2022 paper. These sidechains can be designed for much higher throughput and lower (even zero) gas fees. In addition, the BNB Chain team released zkBNB. zkBNB Testnet went live on September 2nd, allowing developers to begin interacting with the code, and start building exciting applications. With access to developer documentation and integration playbooks for #zkBNB at the ready, the exciting process is seamless.
https://dayof.hackmit.org/_15	Expo Judging Johnson Ice Rink 12:00 PM - 2:00 PM Panel Judging Johnson Media Room 2:00 - 3:00 PM Sponsor Judging Johnson Ice Rink 12:00 - 3:00 PM Closing Ceremony Johnson Ice Rink 3:30 - 4:30 PM The Education track aims to empower students and teachers by exploring the ways that Education Technology (EdTech) can augment learning. As schools navigate the return to in-person teaching, it is especially important that we adapt remote teaching tools and support students in making up for lost time in their education. Projects in this track will encourage a love of learning, recognize a variety of learning styles, and aim to make education more accessible.
https://dayof.hackmit.org/_16	Projects in the New Frontiers track will incorporate tech emerging at the very forefront of industry, including but not limited to blockchain and Web3, artificial intelligence, machine learning, and VR/AR. We challenge hackers in this track to think deeply about how the new technology they implement will add meaningful value to their project and push the frontiers of possibility.
https://dayof.hackmit.org/_17	The Entertainment track promotes the use of technology as a means of expression, encouraging hackers to explore the ways that we create, consume, and share content. Projects in this track will make the most of hackers’ interdisciplinary skills, perhaps by incorporating music, graphics, and other creative mediums, as well as keeping the user at the forefront of design.
https://dayof.hackmit.org/_18	The Sustainability track encourages hackers to use technology to pursue a more sustainable future on environmental, economic, and social levels. As sustainability encompasses all aspects of human life, projects in this track will address a diverse range of topics like food, finance, energy, transportation, water, awareness & accountability, and fashion.
https://dayof.hackmit.org/_19	We're builders, partners, and traders who take a long-term view of crypto's prospects and operate to unlock the full potential of open, community-driven networks. Since our inception as a skunkworks intern project in late 2015, we've grown into a dynamic and seasoned team of 160+ high performing players across a range of functions. Today, we play an important role in the development of some of the largest and most innovative crypto communities.
https://dayof.hackmit.org/_20	Collectively, we have: - 7+ years of experience as a large participant in trading and liquidity provisioning in crypto - A global, 24/7 trading team exclusively dedicated to crypto. - A seasoned team of experts with subject matter expertise in protocol development, DeFi, research, investing, and partnerships.
https://dayof.hackmit.org/_21	BNB Chain, one of the most popular blockchains in the world, dedicates to delivering its core infrastructure necessary for future public adoption, and always remains as a community-first and open-source ecosystem built on a permissionless and decentralized environment.
https://dayof.hackmit.org/_22	Binance Chain and Binance Smart Chain have formed together as BNB Chain since February 15, 2022. This is not merely for welcoming the crypto world with more than 1 billion users but also to strengthen the delivery of the core infrastructure necessary for future public adoption and, most importantly, to build a better ecosystem for embracing the large scale Web3 applications.
https://dayof.hackmit.org/_23	Binance Academy, founded in 2018, strives to provide free education on blockchain for the public. We want to teach everyone about blockchain technology. We work with a broad array of platforms, colleges, governments, and online education institutions to develop new curricular, webinars and workshops for people worldwide.
https://dayof.hackmit.org/_24	The MVB Accelerator Program is a BNB-focused accelerator program between BNB Chain and Binance Labs to help projects develop and grow more organically through coaching, investment, and network support. MVB Program aims to help top project teams deliver a working product, all the way to Product/market fit. We welcome BNB Chain projects in all stages and at all valuations to apply for this program.
https://dayof.hackmit.org/_25	InterSystems provides innovative data solutions for organizations with critical information needs in the healthcare, finance, and logistics sectors and beyond. Our cloud-first data platforms solve interoperability, speed, and scalability problems for organizations around the globe.
https://dayof.hackmit.org/_26	InterSystems also develops and supports data management in hospitals through the world’s most proven electronic medical record, as well as unified care records for health systems and governments through a powerful suite of healthcare data integration solutions.
https://dayof.hackmit.org/_27	The company is committed to excellence through its award-winning, 24×7 support for customers and partners in more than 80 countries. Privately held and headquartered in Cambridge, Massachusetts, InterSystems has 35 offices worldwide. For more information, please visit InterSystems.com.
https://dayof.hackmit.org/_28	thatgamecompany is the award-winning game development studio behind titles such as Journey, Flower, and Flow. Their most recent title, Sky: Children of the Light is an emotional open-world adventure experience that explores vulnerability and connection, and is available on iOS, Android, and Nintendo Switch. Sky will also be released to PlayStation in December. thatgamecompany is committed to creating timeless classics that elevate the video game genre for people of all ages and levels of experience.
https://dayof.hackmit.org/_29	Opening Speaker Peter Lee, CIO at thatgamecompany Peter Lee is the CIO at thatgamecompany, responsible for creating safe online spaces for players of all ages. He is developing data science solutions to protect virtual worlds from bad actors while enhancing positive social interactions between players. Previously, he was the founder of Corenova Technologies, developing autonomous robotic swarm command and control systems for the US Department of Defense and DARPA. Prior to founding Corenova, he served as the CTO at ClearPath Networks, delivering distributed network security solutions to thousands of companies in over 60 countries, across every industry vertical. He's led strategic initiatives in the Network Functions Virtualization and Software Defined Networking communities, driving innovations in computer networking and the telecommunications industry. He is an avid practitioner of pragmatic programming principles and a strong advocate for open source development and open standards-based initiatives.
https://dayof.hackmit.org/_30	TechTalk Presenter - Drew Forbes, Senior Cloud Data Engineer Drew Forbes is the Senior Cloud Data Engineer at thatgamecompany, a video game development studio best known for its titles Flower, Journey, and Sky: Children of the Light. He supports just about every team in the studio in their quest to build timeless interactive entertainment and foster a safe, positive online community. Prior to thatgamecompany, Drew has spent time at Angie's List, Craftsy, and NBCUniversal working on Peacock.
https://dayof.hackmit.org/_31	Workshop Presenter - Robert Aron Robert Aron is a Full-Stack Developer at thatgamecompany, a video game development studio best known for its titles Flower, Journey, and Sky: Children of the Light. He is a jack of all trades with experience ranging from computer graphics to cloud infrastructure. His primary responsibilities revolve around creating internal applications to enable teams to gain insights and make changes to the game's state.
https://dayof.hackmit.org/_32	Citadel is a global investment firm built around world-class talent, sound risk management, and innovative leading-edge technology. For thirty years, Citadel’s hedge funds have delivered meaningful and measurable results to top-tier investors around the world, including sovereign wealth funds, public institutions, corporate pensions, endowments and foundations.
https://dayof.hackmit.org/_33	Citadel Securities is an award-winning global market maker that helps meet the liquidity needs of asset managers, banks, broker-dealers, hedge funds, government agencies, and public pension programs. We offer a broad array of fixed income and equity products, utilizing a unique set of capabilities and tools designed to drive down the cost of transactions. We strive to provide the most efficient execution and highest caliber of client services, making markets more fair and accessible for all.
https://dayof.hackmit.org/_34	The problem with digital ownership: In the current digital ownership paradigm, user’s personal data is owned and controlled by third parties. Tech giants have access to vast troves of data, putting the power in their hands rather than the users who own this data. While this has proven lucrative for technology companies, users are faced with a number of problems: we’ve heard time and time again of user-data being sold without permission or stolen by hackers. These problems are furthered by the user’s inability to dictate who has access to their data.
https://dayof.hackmit.org/_35	What we are building: Sonr is building the user-owned internet where you have full control over your data and digital identity. Our ecosystem gives developers the tools to build user-centric decentralized web applications. During this hackathon we will give you the opportunity to try out our software development tools, and potentially win prizes! The Solana Foundation is a non-profit organization dedicated to the decentralization, growth, and security of the Solana network. Solana is the fastest blockchain in the world and the fastest growing ecosystem in crypto, with thousands of projects spanning DeFi, NFTs, Web3 and more.
https://dayof.hackmit.org/_36	The MIT-IBM Watson AI Lab is focused on fundamental research with the goal of unlocking the potential of artificial intelligence (AI). The Lab was founded in September of 2017 with a $240m, 10-year investment from IBM to create one of the largest industry-university collaborations on AI. The Lab brings together top researchers from MIT and IBM to create radically new software and hardware that pushes the frontiers of AI.
https://dayof.hackmit.org/_37	Call for Code, with IBM as a founding partner, invites developers and problem solvers around the world to build and contribute to sustainable, open-source technology projects that address social and humanitarian issues, while ensuring the top solutions are deployed to make a demonstrable difference.
https://dayof.hackmit.org/_38	QuantCo is a fast-growing, profitable machine learning start-up that leverages expertise in data science, software engineering, and economics in Europe and the US. Founded by four Econ PhDs from Harvard and Stanford, we are now around 120 people and partner with some of the largest insurance, e-commerce, and healthcare organizations in the world. We are constantly looking for smart & interesting candidates to join us! Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.
https://dayof.hackmit.org/_39	Interested in working in a collaborative, analytical and data-driven organization? We encourage you to learn more about. Founded in 1999, we currently manage approximately $130B for more than 200 clients and have over 350 employees. We are a research-driven investment management firm that takes a quantitative, systematic approach to managing our clients’ portfolios. Our intern and full-time program combines theory, practice and technology and provides significant insights into quantitative investment management. Our goal is for you to make tangible and significant contributions to the team, while learning about markets, software development practices and quantitative research technologies in the context of model-driven asset management.
https://dayof.hackmit.org/_40	Vividly (formerly known as Cresicor) transforms how food and beverage brands do business with trade promotion management software that harnesses the power of artificial intelligence and machine learning to automate workflows to save them time and money.
https://dayof.hackmit.org/_41	The Patient Safety Technology Challenge is an initiative designed to fuel the engagement of students and innovators in creating solutions and envisioning transformational approaches to reduce preventable harm from medical errors and reimagine a vastly safer healthcare system. The initiative will inject patient safety awards into existing local, regional, and national competitions and produce a documentary to help increase awareness of the patient safety crisis. Guided by national partners experienced in safety technology and advanced healthcare analytics, the Challenge will fund awards in existing competitions, hackathons, and start-up weekends as either an off-the-shelf award package or as a new award. The Patient Safety Technology Challenge is administered by the Pittsburgh Regional Health Initiative.
https://dayof.hackmit.org/_42	Five Rings is a proprietary trading firm founded with a vision of combining strategy, innovation and technology to succeed in today’s global markets. Five Rings trades in various domestic and international markets, both established and esoteric.
https://dayof.hackmit.org/_43	Our team constantly seeks new opportunities, analyzes their risks and rewards, and creates strategies and tools to capitalize on them. We have an open culture and encourage the flow of knowledge and ideas between all areas of the firm. New hires work both independently and with others to develop ideas and analyses, and integrate them into our trading strategies and systems.
https://dayof.hackmit.org/_44	Our firm is a meritocracy and progress in both responsibility and compensation is rapid for those capable of demonstrating excellence in their particular field.
https://dayof.hackmit.org/_45	Five Rings does not depend on clients or outside investors. The strength of our firm comes from the talent of our people. Our highly competitive compensation package reflects this belief.
https://dayof.hackmit.org/_46	McKinsey & Company is a global management consulting firm. We are the trusted advisor to the world's leading businesses, governments, and institutions.
https://dayof.hackmit.org/_47	We work with leading organizations across the private, public and social sectors. Our scale, scope, and knowledge allow us to address problems that no one else can. We have deep functional and industry expertise as well as breadth of geographical reach. We are passionate about taking on immense challenges that matter to our clients and, often, to the world.
https://dayof.hackmit.org/_48	We work with our clients as we do with our colleagues. We build their capabilities and leadership skills at every level and every opportunity. We do this to help build internal support, get to real issues, and reach practical recommendations. We bring out the capabilities of clients to fully participate in the process and lead the ongoing work.
https://dayof.hackmit.org/_49	We believe in One Panera for a healthier and happier world. Good food served in warm, welcoming spaces by people who care can bring out the best in all of us. That’s been our belief since opening our first cafe in St. Louis in 1987. While our company has grown, our values, purpose and core beliefs remain as strong as ever, as does our commitment to our mission. With thousands of company-owned and franchised locations across the U.S. and in Canada and over a hundred thousand associates across our system, we embrace the opportunity to spread generosity to our communities, the planet and you.
https://dayof.hackmit.org/_50	Rockstar Games is an American video game publisher based in New York City.
https://dayof.hackmit.org/_51	Dropbox is building the world’s first smart workspace.
https://dayof.hackmit.org/_52	Back in 2007, making work better for people meant designing a simpler way to keep files in sync. Today, it means designing products that reduce busywork, so it’s easier to focus on the work that really matters.
https://dayof.hackmit.org/_53	We do everything we can to apply these ideas to our own organization as well. As much of the world suddenly transitioned to working from home in 2020, we put our people first with our new Virtual First policy. Without the need to come into an office, and with flexible scheduling policies that prioritize life over work, team members across the globe are empowered to work where, when, and how works best for them.
https://dayof.hackmit.org/_54	We want to share our vision for a sustainable, thriving workplace for the future with the rest of the world. If you want to help the world work better, you’re in the right place at Dropbox.
https://dayof.hackmit.org/_55	Mission: Our mission is to design a more enlightened way of working.
https://dayof.hackmit.org/_56	Ocient is a Chicago-based, venture-funded startup building a SQL compliant, exabyte-scale database platform that achieves better performance than Hadoop and NoSQL systems.
https://dayof.hackmit.org/_57	It is a distributed system optimized for NVMe drives, RDMA networks and high core count processors and is written in C++.
https://dayof.hackmit.org/_58	We are led by a management team with seven successful startup exits, including Cleversafe for $1.36 billion which was one of the largest software startup exit in Chicago’s history. We are on track for a $10 billion exit and offer 100% remote work, unlimited PTO, and 100% paid BCBS PPO health insurance premium along with high salaries, generous options, and many other benefits! Ocient is venture-backed by OCA, Greycroft, Massachusetts Institute of Technology, and In-Q-Tel.
https://dayof.hackmit.org/_59	We are actively hiring the brightest software engineers in the country! Locket puts your best friends, relationships, and family at the center of your phone. Throughout the day, you’ll see live pictures sent from your favorite people, right on your home screen.
https://dayof.hackmit.org/_60	We launched on January 1st and have gained incredible traction: in the first month after launch, 6M people signed up and over 150M photos were sent on the app. Most importantly, users are passionate about Locket. Thousands of people have created TikToks about the app, generating 25M+ organic views.
https://dayof.hackmit.org/_61	We just passed 25 million downloads and we're growing! Formlabs is expanding access to digital fabrication, so anyone can make anything. In 2011, three MIT graduate students set out to create a more accessible 3D printer. Today, Formlabs is the world's leading maker of professional, affordable 3D printers with a global team of 750+ dedicated people.
https://dayof.hackmit.org/_62	Our products include the Form 3, Form 3B, Form 3L, and Form 3BL powered by an advanced form of stereolithography (SLA) 3D printing, Form Wash and Form Cure post-processing solutions, Fuse 1 SLS 3D printer, and Form Cell manufacturing solution. Through its Factory Solutions offering for industrual users, Formlabs provides the factories of tomorrow with the flexibility and versatility needed for demanding, evolving industrial applications. Formlabs also develops its own suite of high-performance materials that continue to push the boundaries for 3D printing, as well as best-in-class 3D printing software.
https://dayof.hackmit.org/_63	Jane Street is a quantitative trading firm with offices worldwide. We hire smart, humble people who love to solve problems, build systems, and test theories. You’ll learn something new every day in our office—whether it’s connecting with a colleague to share perspectives, or participating in a talk, class, or game night. Our success is driven by our people and we never stop improving.
https://dayof.hackmit.org/_64	Sia is a decentralized cloud storage platform. Thanks to its permissionless storage marketplace, Sia can deliver cloud storage that is cheaper, faster, and more secure than traditional providers. The Sia network is maintained by the Sia Foundation, a non-profit entity.
https://dayof.hackmit.org/_65	Solving Tomorrow’s Healthcare Challenges, Today.
https://dayof.hackmit.org/_66	Premier Inc. (NASDAQ: PINC) is a healthcare improvement company uniting an alliance of approximately 4,400 U.S. hospitals and health systems and more than 225,000 other providers and organizations.
https://dayof.hackmit.org/_67	As an industry leader, Premier has created one of the most comprehensive databases of actionable data, clinical best practices and efficiency improvement strategies.
https://dayof.hackmit.org/_68	Our award-winning and revolutionary technologies enable our members to collaborate more easily and efficiently. Our goal is to improve our members’ quality outcomes, while safely reducing costs. By engaging members and revealing new opportunities, we empower the alliance to improve the performance of healthcare organizations, helping them do what they do best, Heal First™.
https://dayof.hackmit.org/_69	Named one of the World’s Most Ethical Companies® 13 years in a row, we are well-equipped to help health systems thrive. Premier. Transforming Healthcare Together.
https://dayof.hackmit.org/_70	The advent of blockchain brings with it the potential to significantly improve the human condition and create positive social impact. We encourage hackers to develop blockchain based projects which aim to deliver scalable and high-impact solutions to societal challenges.
